# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Oct  1 07:10:39 2025
#
# User preference: *
#
# COLUMN kepid:          KepID
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_impact_err1: Impact Parameter Upper Unc.
# COLUMN koi_impact_err2: Impact Parameter Lower Unc.
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_insol_err1: Insolation Flux Upper Unc. [Earth flux]
# COLUMN koi_insol_err2: Insolation Flux Lower Unc. [Earth flux]
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN koi_slogg_err2: Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
#
kepid,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2
8242434,CONFIRMED,44.964074580,7.4890000e-05,-7.4890000e-05,0.1100,0.3690,-0.1100,4.98100,0.05420,-0.05420,8.1160e+02,1.040e+01,-1.040e+01,2.00,1.400e-01,-7.000e-02,379.0,,,4.89,1.17,-0.69,88.00,4827.00,96.00,-96.00,4.615,0.012,-0.054,0.7290,0.0510,-0.0260
6185331,CONFIRMED,49.770090700,1.0680000e-04,-1.0680000e-04,0.6550,0.0650,-0.2250,10.06500,0.18400,-0.18400,3.5292e+03,3.780e+01,-3.780e+01,5.12,1.240e+00,-4.100e-01,455.0,,,10.16,7.31,-2.55,109.80,5774.00,155.00,-172.00,4.567,0.040,-0.160,0.8180,0.1990,-0.0660
11820830,FALSE POSITIVE,12.731938500,2.4140000e-05,-2.4140000e-05,1.2780,6.7420,-0.0720,4.41570,0.08930,-0.08930,1.1449e+04,1.960e+02,-1.960e+02,70.11,2.486e+01,-1.064e+01,1145.0,,,405.75,424.97,-156.02,69.90,7238.00,201.00,-277.00,4.221,0.090,-0.210,1.5680,0.5560,-0.2380
11774387,FALSE POSITIVE,0.520222869,1.0640000e-06,-1.0640000e-06,0.5620,0.0150,-0.4700,1.22160,0.05920,-0.05920,2.6950e+02,1.180e+01,-1.180e+01,1.52,4.600e-01,-1.600e-01,2145.0,,,5038.49,4537.96,-1443.68,28.90,5776.00,156.00,-173.00,4.527,0.038,-0.212,0.8890,0.2730,-0.0910
9636135,CONFIRMED,5.833761970,1.8160000e-05,-1.8160000e-05,0.7420,0.1830,-0.5280,3.99880,0.08770,-0.08770,5.3290e+02,1.550e+01,-1.550e+01,2.98,8.800e-01,-3.500e-01,1143.0,,,403.49,350.26,-138.25,36.60,6213.00,173.00,-259.00,4.387,0.060,-0.192,1.1950,0.3510,-0.1400
9636135,CONFIRMED,2.421503410,1.5970000e-05,-1.5970000e-05,0.5500,0.4020,-0.3360,2.96500,0.16700,-0.16700,1.7150e+02,1.260e+01,-1.260e+01,1.62,4.700e-01,-1.900e-01,1532.0,,,1305.04,1132.86,-447.17,15.80,6213.00,173.00,-259.00,4.387,0.060,-0.192,1.1950,0.3510,-0.1400
7841925,CONFIRMED,14.164000710,2.4670000e-05,-2.4670000e-05,0.0270,0.3670,-0.0270,4.30310,0.04790,-0.04790,7.2810e+02,1.080e+01,-1.080e+01,2.35,5.100e-01,-3.400e-01,694.0,,,54.95,36.73,-19.42,71.50,5440.00,162.00,-162.00,4.438,0.144,-0.192,0.8850,0.1930,-0.1290
7841925,CANDIDATE,0.840594032,4.4560000e-06,-4.4560000e-06,0.0180,0.4420,-0.0180,1.40400,0.14300,-0.14300,4.9800e+01,5.300e+00,-5.300e+00,0.62,1.300e-01,-9.000e-02,1780.0,,,2368.31,1583.23,-836.95,11.60,5440.00,162.00,-162.00,4.438,0.144,-0.192,0.8850,0.1930,-0.1290
7841925,CONFIRMED,6.209202070,4.7900000e-05,-4.7900000e-05,0.2720,0.1890,-0.2720,2.63700,0.17000,-0.17000,1.0190e+02,9.200e+00,-9.200e+00,0.89,1.900e-01,-1.300e-01,914.0,,,164.98,110.29,-58.30,12.10,5440.00,162.00,-162.00,4.438,0.144,-0.192,0.8850,0.1930,-0.1290
5219234,CONFIRMED,5.487114410,1.1030000e-05,-1.1030000e-05,0.8120,0.0330,-0.5620,2.93000,0.06600,-0.06600,1.3286e+03,2.750e+01,-2.750e+01,3.24,2.100e-01,-1.600e-01,836.0,,,115.29,26.09,-19.15,51.90,5103.00,101.00,-101.00,4.562,0.032,-0.048,0.7870,0.0510,-0.0390
5219234,CONFIRMED,8.290841670,3.1280000e-05,-3.1280000e-05,0.9290,0.0210,-0.6790,3.61300,0.12900,-0.12900,1.0339e+03,3.230e+01,-3.230e+01,3.21,2.100e-01,-1.600e-01,728.0,,,66.47,15.04,-11.04,34.70,5103.00,101.00,-101.00,4.562,0.032,-0.048,0.7870,0.0510,-0.0390
5219234,CONFIRMED,3.205396220,1.4010000e-05,-1.4010000e-05,0.5120,0.0040,-0.4770,2.14300,0.09470,-0.09470,4.5360e+02,2.470e+01,-2.470e+01,1.70,1.100e-01,-8.000e-02,1000.0,,,236.11,53.42,-39.21,20.60,5103.00,101.00,-101.00,4.562,0.032,-0.048,0.7870,0.0510,-0.0390
5219234,CONFIRMED,16.738690350,7.3960000e-05,-7.3960000e-05,0.5780,0.3350,-0.3660,2.39800,0.10500,-0.10500,9.9680e+02,5.400e+01,-5.400e+01,2.56,1.600e-01,-1.300e-01,576.0,,,26.06,5.90,-4.33,20.40,5103.00,101.00,-101.00,4.562,0.032,-0.048,0.7870,0.0510,-0.0390
12504988,FALSE POSITIVE,5.093938816,5.3900000e-07,-5.3900000e-07,0.6180,0.0050,-0.0050,3.93144,0.00781,-0.00781,2.5027e+04,2.790e+01,-2.790e+01,17.19,5.800e+00,-1.920e+00,1137.0,,,395.38,390.44,-125.99,1131.70,6197.00,166.00,-222.00,4.449,0.056,-0.224,1.0350,0.3490,-0.1160
9015738,CONFIRMED,13.932915480,4.4590000e-05,-4.4590000e-05,0.9080,0.0310,-0.6180,2.62390,0.07140,-0.07140,1.3160e+02,5.100e+00,-5.100e+00,1.66,2.900e-01,-1.900e-01,852.0,,,124.53,61.30,-35.53,28.90,6026.00,121.00,-133.00,4.321,0.088,-0.121,1.2070,0.2100,-0.1400
7215603,CONFIRMED,2.364367620,1.8970000e-05,-1.8970000e-05,0.1460,0.3170,-0.1460,3.37200,0.20200,-0.20200,2.8400e+01,2.700e+00,-2.700e+00,0.82,2.000e-02,-2.000e-02,1752.0,,,2228.09,203.74,-233.46,12.40,6250.00,75.00,-82.00,4.184,0.013,-0.011,1.5430,0.0310,-0.0440
4276716,CANDIDATE,20.665437400,1.7850000e-04,-1.7850000e-04,0.0500,0.4170,-0.0500,3.17200,0.21000,-0.21000,1.0040e+02,8.400e+00,-8.400e+00,0.66,3.000e-02,-4.000e-02,487.0,,,13.35,2.41,-2.34,13.60,4830.00,96.00,-96.00,4.605,0.042,-0.021,0.6760,0.0300,-0.0370
5561278,CONFIRMED,20.310474720,6.1350000e-05,-6.1350000e-05,0.0500,0.3560,-0.0500,5.33570,0.06760,-0.06760,1.6460e+02,4.100e+00,-4.100e+00,2.41,1.800e-01,-1.000e-01,931.0,,,177.81,40.33,-20.88,46.10,6065.00,91.00,-72.00,3.970,0.011,-0.014,1.8770,0.1410,-0.0710
7287683,CANDIDATE,69.834798300,3.0610000e-04,-3.0610000e-04,0.6720,0.2330,-0.4170,8.26200,0.10800,-0.10800,2.6660e+02,6.600e+00,-6.600e+00,3.51,9.200e-01,-7.600e-01,765.0,,,80.97,63.22,-38.95,46.80,7732.00,214.00,-322.00,4.075,0.135,-0.165,2.0220,0.5330,-0.4360
6387542,CONFIRMED,2.534755680,7.4320000e-06,-7.4320000e-06,0.8780,0.0170,-0.6220,4.57160,0.07060,-0.07060,4.6300e+02,1.020e+01,-1.020e+01,2.02,4.800e-01,-2.100e-01,1218.0,,,519.95,387.24,-152.89,51.30,5662.00,186.00,-186.00,4.532,0.077,-0.143,0.8060,0.1920,-0.0820
8266276,CANDIDATE,2.594884430,1.0620000e-05,-1.0620000e-05,0.8850,0.0800,-0.6380,1.68400,0.11200,-0.11200,5.9220e+02,4.640e+01,-4.640e+01,2.36,1.300e-01,-2.400e-01,1014.0,,,249.92,70.17,-72.49,14.90,4748.00,172.00,-153.00,4.526,0.071,-0.038,0.7970,0.0430,-0.0800
6869184,CONFIRMED,43.316742700,2.3560000e-04,-2.3560000e-04,0.0340,0.4120,-0.0340,4.99500,0.13700,-0.13700,9.8750e+02,4.180e+01,-4.180e+01,2.42,5.300e-01,-1.900e-01,459.0,,,10.47,7.01,-2.60,27.10,5654.00,169.00,-169.00,4.590,0.036,-0.144,0.7740,0.1690,-0.0610
8396405,CANDIDATE,19.181095250,9.1540000e-05,-9.1540000e-05,0.0070,0.4210,-0.0070,2.42400,0.10400,-0.10400,8.6540e+02,5.570e+01,-5.570e+01,1.72,9.000e-02,-1.000e-01,513.0,,,16.42,4.31,-3.51,17.60,5214.00,172.00,-156.00,4.673,0.059,-0.027,0.5870,0.0310,-0.0340
10799735,FALSE POSITIVE,37.590298548,5.1320000e-06,-5.1320000e-06,0.3800,0.0180,-0.0280,4.38550,0.01210,-0.01210,1.9939e+04,2.650e+01,-2.650e+01,14.39,4.890e+00,-1.640e+00,573.0,,,25.53,26.05,-8.20,929.00,6147.00,184.00,-220.00,4.463,0.058,-0.217,1.0030,0.3410,-0.1140
6604328,CONFIRMED,31.003307200,1.8950000e-04,-1.8950000e-04,0.1510,0.2940,-0.1510,5.25300,0.14200,-0.14200,6.4520e+02,3.350e+01,-3.350e+01,2.72,7.200e-01,-3.100e-01,616.0,,,34.03,27.86,-11.22,22.10,6090.00,193.00,-236.00,4.447,0.058,-0.173,1.0710,0.2860,-0.1220
9719634,FALSE POSITIVE,3.351556891,7.2010000e-06,-7.2010000e-06,0.1290,0.3420,-0.1290,2.40050,0.05700,-0.05700,3.4190e+02,1.040e+01,-1.040e+01,1.64,2.700e-01,-2.200e-01,1074.0,,,314.73,165.56,-106.17,38.80,5185.00,155.00,-155.00,4.442,0.117,-0.143,0.9110,0.1500,-0.1230
7439316,CONFIRMED,2.617028373,6.5920000e-06,-6.5920000e-06,0.1460,0.2910,-0.1460,2.04600,0.06580,-0.06580,4.9940e+02,1.900e+01,-1.900e+01,1.57,1.200e-01,-1.500e-01,996.0,,,233.23,71.71,-63.88,30.80,4831.00,146.00,-146.00,4.568,0.065,-0.035,0.7240,0.0560,-0.0680
12061238,FALSE POSITIVE,1.876406096,3.5590000e-06,-3.5590000e-06,0.3020,0.3410,-0.3020,1.53100,0.23600,-0.23600,4.3380e+02,1.810e+01,-1.810e+01,1.57,2.200e-01,-1.400e-01,1192.0,,,476.68,228.59,-124.34,37.00,5198.00,169.00,-154.00,4.600,0.030,-0.090,0.7590,0.1070,-0.0660
8323753,FALSE POSITIVE,6.714256320,1.2680000e-05,-1.2680000e-05,0.9650,0.0210,-0.6750,3.33900,0.13000,-0.13000,2.8350e+02,6.900e+00,-6.900e+00,5.76,9.100e-01,-2.130e+00,1565.0,,,1416.60,723.92,-918.61,46.50,6093.00,183.00,-183.00,3.737,0.300,-0.100,2.6230,0.4160,-0.9700
12400538,CONFIRMED,150.241258200,5.4860000e-04,-5.4860000e-04,0.3450,0.0730,-0.3450,10.84900,0.12600,-0.12600,2.3785e+03,3.720e+01,-3.720e+01,4.60,6.000e-01,-4.000e-01,327.0,,,2.72,1.04,-0.63,72.30,5604.00,111.00,-111.00,4.451,0.076,-0.102,0.9430,0.1230,-0.0820
5184584,CONFIRMED,53.449444980,6.7010000e-05,-6.7010000e-05,0.0920,0.2700,-0.0920,5.30910,0.04390,-0.04390,3.4370e+03,3.320e+01,-3.320e+01,5.82,1.490e+00,-5.000e-01,486.0,,,13.23,10.07,-3.61,119.50,5919.00,162.00,-203.00,4.485,0.044,-0.187,1.0000,0.2570,-0.0860
5636648,FALSE POSITIVE,0.466743525,2.1300000e-07,-2.1300000e-07,1.1860,0.7740,-0.0820,1.39560,0.02160,-0.02160,7.9610e+02,8.300e+00,-8.300e+00,20.43,5.940e+00,-1.980e+00,2197.0,,,5480.92,4670.25,-1519.17,103.60,5791.00,155.00,-172.00,4.549,0.036,-0.204,0.8560,0.2490,-0.0830
5564247,FALSE POSITIVE,1.727177258,8.8260000e-06,-8.8260000e-06,0.6760,0.2880,-0.4770,2.08100,0.12000,-0.12000,3.4740e+02,2.370e+01,-2.370e+01,1.42,2.500e-01,-1.100e-01,1250.0,,,576.55,329.25,-152.02,17.10,5394.00,187.00,-187.00,4.622,0.035,-0.105,0.7200,0.1230,-0.0570
5438099,CONFIRMED,7.240224180,1.6740000e-05,-1.6740000e-05,0.5070,0.3890,-0.3140,2.91530,0.05060,-0.05060,8.6490e+02,1.970e+01,-1.970e+01,2.14,1.400e-01,-8.000e-02,716.0,,,62.10,14.23,-9.37,48.20,4955.00,100.00,-100.00,4.610,0.018,-0.046,0.7210,0.0470,-0.0290
5438099,CONFIRMED,4.646223830,1.6160000e-05,-1.6160000e-05,0.8800,0.0420,-0.6250,2.51370,0.06420,-0.06420,4.4650e+02,1.740e+01,-1.740e+01,1.82,1.200e-01,-7.000e-02,830.0,,,112.18,25.69,-16.94,28.20,4955.00,100.00,-100.00,4.610,0.018,-0.046,0.7210,0.0470,-0.0290
6543893,CONFIRMED,10.296740970,3.5920000e-05,-3.5920000e-05,0.2980,0.1460,-0.2980,2.72920,0.07530,-0.07530,1.0118e+03,3.520e+01,-3.520e+01,5.75,9.500e-01,-1.300e+00,1129.0,,,384.86,165.50,-166.47,31.30,6068.00,82.00,-82.00,4.040,0.182,-0.112,1.7970,0.2950,-0.4060
6543893,CONFIRMED,5.939190410,3.0610000e-05,-3.0610000e-05,0.1070,0.3370,-0.1070,2.28500,0.11500,-0.11500,4.2450e+02,2.910e+01,-2.910e+01,3.70,6.100e-01,-8.400e-01,1357.0,,,801.92,344.85,-346.87,15.90,6068.00,82.00,-82.00,4.040,0.182,-0.112,1.7970,0.2950,-0.4060
6975129,CONFIRMED,19.747339830,4.3160000e-05,-4.3160000e-05,0.5950,0.0150,-0.4840,3.44440,0.06460,-0.06460,4.8070e+02,1.110e+01,-1.110e+01,2.62,4.600e-01,-1.500e-01,754.0,,,76.57,36.00,-14.39,47.10,6243.00,99.00,-136.00,4.406,0.026,-0.136,1.1490,0.2010,-0.0670
11391018,CONFIRMED,30.360445359,4.6020000e-06,-4.6020000e-06,0.3590,0.0200,-0.0200,6.01340,0.01330,-0.01330,2.1125e+04,2.190e+01,-2.190e+01,10.99,9.000e-01,-1.110e+00,459.0,,,10.47,3.34,-2.87,1126.20,4939.00,148.00,-133.00,4.541,0.072,-0.044,0.7650,0.0630,-0.0770
8685497,CONFIRMED,4.409667500,1.1890000e-05,-1.1890000e-05,0.8140,0.1200,-0.5790,2.14180,0.06260,-0.06260,1.3270e+02,5.800e+00,-5.800e+00,1.51,2.500e-01,-1.500e-01,1192.0,,,476.94,218.40,-120.73,26.40,5836.00,104.00,-127.00,4.347,0.080,-0.120,1.1660,0.1930,-0.1130
4365645,CONFIRMED,4.167878140,1.0730000e-05,-1.0730000e-05,0.1680,0.2710,-0.1680,2.21360,0.06490,-0.06490,1.6810e+02,5.900e+00,-5.900e+00,1.07,1.000e-01,-4.000e-02,962.0,,,202.48,51.07,-27.58,32.90,5251.00,73.00,-84.00,4.541,0.028,-0.083,0.8470,0.0750,-0.0340
7199906,CANDIDATE,220.656512530,,,,,,7.82000,,,,,,,,,,,,,,,,,,,,,,,,
8197343,CONFIRMED,11.791612340,5.3550000e-05,-5.3550000e-05,0.0340,0.4040,-0.0340,3.03600,0.11000,-0.11000,4.1540e+02,2.260e+01,-2.260e+01,2.41,3.800e-01,-4.200e-01,857.0,,,127.75,52.51,-44.88,20.70,5619.00,75.00,-75.00,4.264,0.162,-0.108,1.1990,0.1880,-0.2070
7032421,FALSE POSITIVE,20.558483880,4.5730000e-05,-4.5730000e-05,1.3340,70.5300,-3.7410,1.44900,0.10600,-0.10600,6.7730e+02,4.000e+01,-4.000e+01,36.90,4.890e+00,-2.090e+00,624.0,,,35.76,12.61,-5.79,20.80,5578.00,75.00,-83.00,4.484,0.040,-0.112,0.9360,0.1240,-0.0530
6786348,CONFIRMED,26.964501000,1.5400000e-04,-1.5400000e-04,0.0060,0.4300,-0.0060,3.79200,0.13100,-0.13100,6.0170e+02,3.470e+01,-3.470e+01,2.20,5.200e-01,-2.200e-01,573.0,,,25.56,18.08,-7.42,20.10,5754.00,161.00,-182.00,4.534,0.042,-0.168,0.9050,0.2140,-0.0920
6209677,CONFIRMED,7.768456390,4.1110000e-05,-4.1110000e-05,0.3530,0.1240,-0.3530,3.68900,0.12800,-0.12800,2.1780e+02,1.020e+01,-1.020e+01,1.35,1.500e-01,-1.000e-01,841.0,,,118.09,36.60,-21.63,23.60,5447.00,81.00,-81.00,4.481,0.053,-0.098,0.9170,0.1020,-0.0630
9641018,FALSE POSITIVE,2.178154348,2.5010000e-06,-2.5010000e-06,1.2100,1.9920,-0.1120,3.48740,0.04770,-0.04770,4.2860e+02,5.500e+00,-5.500e+00,22.22,5.570e+00,-2.570e+00,1392.0,,,886.88,655.21,-272.41,93.00,5947.00,159.00,-177.00,4.482,0.078,-0.182,0.8810,0.2210,-0.1020
9813499,CONFIRMED,5.032570090,2.3180000e-05,-2.3180000e-05,0.9700,0.0250,-0.6800,4.21300,0.28500,-0.28500,4.3910e+02,1.720e+01,-1.720e+01,2.53,8.200e-01,-2.100e-01,1047.0,,,283.49,268.19,-76.36,26.30,5970.00,161.00,-197.00,4.521,0.039,-0.221,0.9080,0.2930,-0.0780
12254792,CONFIRMED,40.428667600,1.8050000e-04,-1.8050000e-04,0.8720,0.0540,-0.6180,7.10200,0.17900,-0.17900,9.1610e+02,2.510e+01,-2.510e+01,2.92,7.900e-01,-2.600e-01,494.0,,,14.08,10.99,-3.65,40.90,5813.00,145.00,-160.00,4.561,0.035,-0.196,0.8330,0.2250,-0.0750
12020218,CONFIRMED,21.358823600,1.0940000e-04,-1.0940000e-04,0.0920,0.3490,-0.0920,5.82300,0.11400,-0.11400,6.4010e+02,2.190e+01,-2.190e+01,2.52,8.000e-01,-2.700e-01,691.0,,,53.89,50.56,-16.95,33.20,6170.00,170.00,-233.00,4.472,0.054,-0.216,0.9920,0.3160,-0.1050
7690844,CONFIRMED,22.045916300,1.1140000e-04,-1.1140000e-04,0.8370,0.0640,-0.5960,5.22000,0.11800,-0.11800,8.0480e+02,2.980e+01,-2.980e+01,3.05,7.600e-01,-2.700e-01,640.0,,,39.69,29.86,-10.81,29.70,5900.00,176.00,-193.00,4.509,0.042,-0.178,0.9510,0.2360,-0.0840
9535080,FALSE POSITIVE,49.645623500,2.0590000e-04,-2.0590000e-04,1.2360,6.1790,-0.5530,23.56800,0.17000,-0.17000,8.5750e+02,5.900e+00,-5.900e+00,43.41,9.920e+00,-1.090e+01,648.0,,,41.57,28.24,-20.69,176.50,6273.00,170.00,-170.00,4.129,0.204,-0.136,1.4930,0.3410,-0.3750
5438099,CONFIRMED,17.326704450,7.3870000e-05,-7.3870000e-05,0.7560,0.1540,-0.5170,4.26900,0.10000,-0.10000,8.0000e+02,2.450e+01,-2.450e+01,2.23,1.400e-01,-9.000e-02,535.0,,,19.38,4.44,-2.93,34.80,4955.00,100.00,-100.00,4.610,0.018,-0.046,0.7210,0.0470,-0.0290
5438099,CONFIRMED,44.841116800,2.7810000e-04,-2.7810000e-04,0.8640,0.0500,-0.6120,5.90200,0.13500,-0.13500,1.0516e+03,3.850e+01,-3.850e+01,2.75,1.800e-01,-1.100e-01,390.0,,,5.45,1.25,-0.82,28.90,4955.00,100.00,-100.00,4.610,0.018,-0.046,0.7210,0.0470,-0.0290
5210475,FALSE POSITIVE,1.008917105,2.1260000e-06,-2.1260000e-06,0.5450,0.0170,-0.4700,1.45770,0.05230,-0.05230,3.3850e+02,1.160e+01,-1.160e+01,1.51,3.700e-01,-1.200e-01,1636.0,,,1698.88,1302.27,-446.95,34.20,5708.00,189.00,-189.00,4.578,0.040,-0.160,0.7950,0.1950,-0.0650
8009350,CONFIRMED,13.752078510,3.4010000e-05,-3.4010000e-05,0.8360,0.0680,-0.5920,2.88310,0.06880,-0.06880,1.2156e+03,3.720e+01,-3.720e+01,2.81,2.700e-01,-2.100e-01,556.0,,,22.57,7.64,-5.40,36.80,4802.00,129.00,-144.00,4.616,0.032,-0.048,0.6990,0.0680,-0.0510
8082001,CONFIRMED,6.338559460,1.2730000e-05,-1.2730000e-05,0.9070,0.0040,-0.6350,3.46170,0.08840,-0.08840,7.2170e+02,1.410e+01,-1.410e+01,3.31,1.090e+00,-3.700e-01,1034.0,,,270.47,272.24,-87.75,57.40,6108.00,193.00,-236.00,4.466,0.056,-0.224,1.0300,0.3410,-0.1140
9017682,CANDIDATE,11.305079840,6.9310000e-05,-6.9310000e-05,0.1950,0.2640,-0.1950,3.98900,0.15700,-0.15700,2.7840e+02,1.640e+01,-1.640e+01,1.40,3.900e-01,-1.300e-01,744.0,,,72.67,58.79,-20.24,19.50,5705.00,152.00,-186.00,4.556,0.034,-0.195,0.8440,0.2330,-0.0780
9277896,CONFIRMED,4.594898160,1.5810000e-05,-1.5810000e-05,0.9530,0.0230,-0.7190,3.13810,0.06560,-0.06560,1.0970e+02,4.700e+00,-4.700e+00,1.85,3.200e-01,-3.200e-01,1319.0,,,716.65,352.04,-269.03,27.70,6056.00,121.00,-133.00,4.217,0.143,-0.117,1.3810,0.2400,-0.2400
9401997,CONFIRMED,32.296427500,3.0740000e-04,-3.0740000e-04,0.2070,0.2480,-0.2070,4.56100,0.21400,-0.21400,4.7220e+02,3.050e+01,-3.050e+01,1.90,1.400e-01,-1.600e-01,503.0,,,15.14,3.48,-3.04,17.90,5246.00,84.00,-73.00,4.470,0.078,-0.052,0.8910,0.0660,-0.0720
10686864,CONFIRMED,2.970418010,1.0690000e-05,-1.0690000e-05,0.3790,0.0660,-0.3790,2.23690,0.08940,-0.08940,5.3070e+02,2.770e+01,-2.770e+01,1.70,2.200e-01,-1.300e-01,991.0,,,228.11,106.08,-60.69,22.40,5068.00,179.00,-179.00,4.608,0.028,-0.077,0.7430,0.0960,-0.0590
10749128,CANDIDATE,9.982403600,1.7180000e-04,-1.7180000e-04,0.8093,0.1425,-0.2453,1.09000,0.26600,-0.26600,8.3900e+01,1.730e+01,-1.730e+01,1.17,6.700e-01,-1.400e-01,966.0,,,205.65,358.67,-64.07,5.40,6273.00,153.00,-193.00,4.364,0.080,-0.325,1.1390,0.6590,-0.1330
11904734,CANDIDATE,12.681733929,6.7620000e-06,-6.7620000e-06,0.9290,0.4100,-0.0280,1.68660,0.02830,-0.02830,5.8791e+03,7.250e+01,-7.250e+01,7.25,6.700e-01,-7.500e-01,601.0,,,30.84,10.18,-8.61,102.80,4976.00,136.00,-136.00,4.577,0.071,-0.044,0.7010,0.0650,-0.0720
8043714,FALSE POSITIVE,6.814984472,9.4000000e-07,-9.4000000e-07,0.7930,0.0070,-0.0040,3.05409,0.00516,-0.00516,2.3915e+04,4.680e+01,-4.680e+01,14.18,3.260e+00,-1.100e+00,836.0,,,115.58,81.27,-28.44,742.20,5465.00,164.00,-164.00,4.566,0.038,-0.152,0.8170,0.1880,-0.0630
7918217,FALSE POSITIVE,63.935496500,5.1490000e-04,-5.1490000e-04,1.2000,6.7770,-0.1020,13.32100,0.29300,-0.29300,1.2506e+03,2.610e+01,-2.610e+01,2637.60,5.502e+02,-8.253e+02,2590.0,,,10631.01,6296.13,-6035.27,57.60,3626.00,79.00,-79.00,0.684,0.276,-0.184,97.4100,20.3200,-30.4790
10153011,CANDIDATE,83.097080210,8.0690000e-05,-8.0690000e-05,0.9930,0.1350,-0.0770,9.26390,0.05720,-0.05720,1.5860e+04,7.800e+01,-7.800e+01,13.83,1.170e+00,-1.070e+00,329.0,,,2.78,0.95,-0.68,277.20,5286.00,174.00,-158.00,4.627,0.070,-0.045,0.6360,0.0540,-0.0490
9631995,CONFIRMED,7.891448838,5.0600000e-07,-5.0600000e-07,0.3060,0.0220,-0.0280,4.28540,0.00697,-0.00697,1.0345e+04,6.900e+00,-6.900e+00,12.63,2.130e+00,-1.420e+00,1028.0,,,263.54,114.26,-67.34,1955.10,5972.00,72.00,-84.00,4.313,0.095,-0.116,1.2370,0.2090,-0.1390
11870545,CANDIDATE,0.839961456,1.3700000e-06,-1.3700000e-06,0.5480,0.3630,-0.3350,1.30080,0.04560,-0.04560,4.9290e+02,1.740e+01,-1.740e+01,1.63,1.900e-01,-1.000e-01,1455.0,,,1066.37,411.01,-245.04,35.10,4932.00,134.00,-149.00,4.618,0.025,-0.065,0.7180,0.0830,-0.0480
7901948,CONFIRMED,2.578852119,5.6960000e-06,-5.6960000e-06,0.6250,0.0040,-0.4990,2.35810,0.05550,-0.05550,3.3430e+02,1.060e+01,-1.060e+01,1.63,4.700e-01,-1.400e-01,1230.0,,,540.56,456.93,-144.14,36.70,5743.00,154.00,-171.00,4.553,0.035,-0.196,0.8530,0.2460,-0.0770
11955499,FALSE POSITIVE,9.041891290,2.2120000e-05,-2.2120000e-05,0.9670,0.0040,-0.6730,2.78900,0.23200,-0.23200,7.8340e+02,2.680e+01,-2.680e+01,3.24,4.800e-01,-2.300e-01,729.0,,,66.83,32.66,-15.54,34.50,5237.00,157.00,-157.00,4.572,0.028,-0.112,0.8260,0.1240,-0.0570
6442377,CONFIRMED,30.229102740,7.3560000e-05,-7.3560000e-05,0.7700,0.1180,-0.5280,6.67510,0.07370,-0.07370,4.4340e+02,7.000e+00,-7.000e+00,3.49,6.200e-01,-6.200e-01,755.0,,,76.88,37.74,-29.38,71.70,6325.00,113.00,-138.00,4.188,0.125,-0.125,1.5180,0.2710,-0.2710
